ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category,is_accurate,verification_bin
Gemini,medical_advice,66.23,128,True,True,False,Moderate,35-44,Bachelors,Medium,Expert,Medium,Low,Neutral,True,8.4,True,Cross-referenced Multiple AIs,2.0,59.4,False,Moderate Trust,False,0-5m
Claude,financial_advice,61.47,369,True,True,True,Very Specific,18-24,PhD,Low,Beginner,High,Low,Neutral,False,7.1,True,Consulted Documentation,41.1,66.86,True,Skeptical,False,30-45m
Gemini,general_knowledge,83.36,360,True,True,False,Moderate,55-64,PhD,Medium,First Time,High,Low,False,True,8.9,True,Cross-referenced Multiple AIs,20.4,81.05,True,Moderate Trust,True,15-30m
GPT-4,factual_historical,82.66,104,False,False,False,Vague,45-54,PhD,Medium,Beginner,Medium,Low,False,True,8.8,False,,0.0,76.72,True,Blind Trust,True,
Mistral,opinion_based,59.41,663,True,False,False,Vague,18-24,High School,Expert,Advanced,Medium,Low,True,False,8.4,False,,0.0,47.7,False,Blind Trust,False,
Claude,general_knowledge,65.22,528,True,False,True,Vague,18-24,High School,Expert,Advanced,Medium,Low,Neutral,True,7.4,True,Checked Official Source,34.3,50.29,False,Skeptical,False,30-45m
ChatGPT-3.5,recipe_cooking,85.62,635,False,True,False,Specific,65+,Bachelors,Low,Intermediate,Medium,High,Neutral,True,8.5,True,Consulted Documentation,13.7,97.17,True,Moderate Trust,True,5-15m
Llama,math_calculation,94.67,643,True,True,True,Very Specific,45-54,PhD,High,Beginner,High,Medium,False,False,8.4,False,,0.0,79.83,True,Blind Trust,True,
Gemini,factual_historical,90.32,147,True,True,False,Vague,25-34,High School,High,Beginner,High,High,Neutral,False,10.0,False,,0.0,100.0,True,Blind Trust,True,
Claude,creative_writing,70.68,636,True,False,False,Very Specific,65+,Bachelors,Expert,Expert,Medium,Medium,True,True,9.2,True,Personal Testing,35.8,79.58,True,Moderate Trust,True,30-45m
Gemini,recipe_cooking,75.47,439,True,True,True,Specific,18-24,Professional,High,Intermediate,Medium,Low,Neutral,True,7.9,True,Asked Colleague,13.8,68.48,True,Skeptical,False,5-15m
Claude,factual_historical,84.5,143,False,False,True,Very Specific,65+,Masters,High,Beginner,High,High,False,True,8.1,False,,0.0,79.62,True,Blind Trust,True,
ChatGPT-3.5,creative_writing,77.41,251,False,True,True,Moderate,65+,Professional,High,Beginner,Critical,High,True,True,8.6,False,,0.0,75.14,True,Blind Trust,True,
Mistral,technical_coding,77.74,275,True,True,False,Vague,65+,PhD,High,Expert,High,High,True,True,8.9,True,Google Search,9.2,70.65,True,Moderate Trust,True,5-15m
Llama,recipe_cooking,78.39,517,True,True,False,Moderate,65+,High School,Medium,Expert,Medium,Low,False,True,7.4,False,,0.0,83.84,True,Moderate Trust,True,
ChatGPT-3.5,factual_historical,78.07,80,True,False,True,Very Specific,35-44,Professional,Low,Beginner,Critical,Low,Neutral,False,8.4,True,Cross-referenced Multiple AIs,5.1,90.32,True,Moderate Trust,True,5-15m
ChatGPT-3.5,general_knowledge,81.73,482,False,False,True,Very Specific,45-54,Bachelors,Low,Intermediate,Low,High,Neutral,False,9.2,True,Asked Colleague,2.6,85.3,True,Moderate Trust,True,0-5m
Llama,factual_historical,70.8,562,False,True,True,Very Specific,18-24,PhD,Medium,Advanced,High,High,Neutral,True,6.5,True,Google Search,44.8,71.22,True,Skeptical,True,30-45m
ChatGPT-3.5,technical_coding,79.85,752,False,False,True,Specific,45-54,PhD,Low,Intermediate,Critical,Medium,Neutral,False,7.9,True,Consulted Documentation,42.3,86.66,True,Skeptical,True,30-45m
ChatGPT-3.5,math_calculation,86.87,359,True,False,False,Vague,25-34,High School,Low,Expert,High,High,False,True,8.6,False,,0.0,73.4,True,Blind Trust,True,
GPT-4,financial_advice,54.43,420,True,True,False,Vague,18-24,PhD,High,Beginner,Low,Medium,False,False,6.1,True,Consulted Documentation,16.0,56.42,True,Skeptical,False,15-30m
Llama,math_calculation,92.18,311,False,True,True,Specific,55-64,High School,Medium,Beginner,Critical,Low,Neutral,False,8.6,True,Checked Official Source,39.8,100.0,True,Moderate Trust,True,30-45m
Mistral,technical_coding,81.1,654,False,True,True,Specific,55-64,High School,Expert,First Time,High,Low,False,True,7.0,True,Asked Colleague,28.3,75.68,True,Skeptical,True,15-30m
ChatGPT-3.5,scientific_facts,79.45,185,True,False,False,Very Specific,55-64,Professional,Expert,Intermediate,Medium,High,False,False,8.2,True,Google Search,28.0,93.81,True,Moderate Trust,True,15-30m
Llama,current_events,65.46,653,False,True,False,Specific,18-24,Professional,Medium,Advanced,Critical,High,Neutral,False,5.6,True,Asked Expert,21.5,50.08,True,Skeptical,False,15-30m
Claude,creative_writing,72.95,787,True,False,False,Vague,18-24,High School,High,First Time,Low,Medium,Neutral,True,9.3,False,,0.0,66.62,False,Blind Trust,False,
Mistral,scientific_facts,89.23,759,True,True,False,Moderate,65+,Bachelors,High,Advanced,Medium,High,True,False,10.0,True,Asked Colleague,13.4,81.62,True,Moderate Trust,True,5-15m
Gemini,general_knowledge,68.96,196,False,True,True,Moderate,25-34,Masters,High,Beginner,Medium,Low,True,True,8.4,False,,0.0,68.98,True,Blind Trust,False,
Gemini,opinion_based,56.78,280,False,True,False,Very Specific,45-54,PhD,High,Beginner,Critical,Low,False,False,4.3,True,Asked Colleague,38.6,59.34,True,Highly Skeptical,False,30-45m
ChatGPT-3.5,legal_advice,59.88,183,False,True,False,Specific,18-24,High School,Expert,First Time,Medium,High,False,False,6.2,False,,0.0,58.57,True,Moderate Trust,False,
Claude,current_events,66.16,150,True,True,False,Very Specific,18-24,Bachelors,Medium,First Time,Medium,High,Neutral,False,8.6,False,,0.0,51.68,False,Blind Trust,False,
ChatGPT-3.5,general_knowledge,77.59,423,False,False,True,Very Specific,35-44,Professional,Medium,Advanced,Critical,High,False,False,6.8,False,,0.0,67.45,True,Moderate Trust,False,
Claude,creative_writing,68.15,331,True,True,False,Moderate,65+,High School,Expert,Beginner,High,Low,True,True,9.4,False,,0.0,73.62,False,Blind Trust,True,
Mistral,technical_coding,81.57,594,True,True,True,Very Specific,25-34,Professional,High,First Time,High,Low,False,False,7.6,True,Asked Colleague,33.1,91.32,True,Skeptical,True,30-45m
Gemini,scientific_facts,70.12,520,True,True,False,Specific,18-24,Professional,Expert,Beginner,High,Low,True,True,10.0,True,Asked Expert,38.2,79.2,False,Moderate Trust,True,30-45m
Claude,opinion_based,52.19,691,True,True,False,Specific,18-24,PhD,Low,Advanced,Critical,Low,Neutral,True,4.7,True,Checked Official Source,36.7,29.04,True,Highly Skeptical,False,30-45m
Gemini,factual_historical,91.23,176,True,False,False,Moderate,55-64,PhD,Expert,First Time,High,Low,True,False,10.0,True,Checked Official Source,22.3,98.31,True,Moderate Trust,True,15-30m
Mistral,medical_advice,70.53,409,True,True,False,Moderate,55-64,Professional,High,First Time,High,Medium,False,False,7.2,True,Cross-referenced Multiple AIs,13.6,81.51,True,Skeptical,True,5-15m
Gemini,recipe_cooking,84.23,542,False,True,True,Very Specific,18-24,High School,Medium,Expert,High,Low,True,True,9.9,False,,0.0,93.29,True,Blind Trust,True,
Gemini,legal_advice,47.73,189,False,False,False,Vague,25-34,Masters,Low,Beginner,Critical,High,True,True,6.3,True,Asked Colleague,30.2,60.58,True,Skeptical,False,30-45m
Llama,financial_advice,49.06,784,True,False,False,Very Specific,18-24,Bachelors,Medium,First Time,Critical,Low,Neutral,False,6.1,True,Consulted Documentation,2.6,44.56,True,Skeptical,False,0-5m
ChatGPT-3.5,medical_advice,55.37,244,True,True,True,Vague,35-44,Bachelors,High,Beginner,Medium,Medium,Neutral,False,7.0,True,Asked Expert,3.6,68.78,True,Skeptical,False,0-5m
ChatGPT-3.5,scientific_facts,72.05,635,True,True,False,Moderate,45-54,Professional,High,Expert,High,High,False,True,6.7,True,Google Search,38.4,65.32,True,Skeptical,False,30-45m
GPT-4,current_events,60.46,268,True,True,False,Vague,25-34,PhD,Medium,Expert,Medium,Low,Neutral,False,6.9,True,Asked Colleague,9.1,37.41,False,Skeptical,False,5-15m
Gemini,current_events,64.58,608,False,True,False,Specific,18-24,Bachelors,Expert,Expert,High,Medium,True,True,6.6,True,Asked Colleague,7.1,65.07,True,Skeptical,False,5-15m
GPT-4,opinion_based,44.61,604,False,True,False,Moderate,35-44,Bachelors,High,Beginner,Medium,High,False,False,3.7,False,,0.0,45.31,True,Skeptical,False,
Gemini,scientific_facts,82.35,115,True,True,False,Vague,65+,PhD,High,First Time,Medium,Medium,True,True,9.9,True,Consulted Documentation,38.0,90.81,True,Moderate Trust,True,30-45m
ChatGPT-3.5,current_events,75.79,116,False,True,False,Specific,55-64,Professional,High,Intermediate,High,Low,Neutral,True,6.6,False,,0.0,62.75,True,Moderate Trust,False,
Gemini,opinion_based,42.38,784,False,True,False,Moderate,45-54,Professional,Medium,Advanced,Medium,Low,False,False,3.6,True,Asked Colleague,21.3,25.28,True,Highly Skeptical,False,15-30m
Llama,creative_writing,69.31,389,True,False,False,Moderate,35-44,PhD,Medium,Expert,Critical,High,True,False,8.8,True,Cross-referenced Multiple AIs,9.1,82.32,True,Moderate Trust,True,5-15m
Mistral,recipe_cooking,82.59,372,False,True,False,Very Specific,55-64,Bachelors,Low,Advanced,Critical,Medium,True,True,8.9,False,,0.0,77.6,True,Blind Trust,True,
GPT-4,recipe_cooking,76.8,535,False,False,True,Very Specific,55-64,Bachelors,Medium,Intermediate,Low,Low,False,True,7.6,False,,0.0,82.67,True,Moderate Trust,True,
ChatGPT-3.5,opinion_based,48.8,678,True,False,True,Moderate,35-44,Masters,Medium,Intermediate,Medium,Medium,Neutral,True,6.3,True,Asked Expert,40.1,53.4,True,Skeptical,False,30-45m
Mistral,math_calculation,95.04,553,False,True,True,Very Specific,35-44,Professional,Low,Advanced,High,High,True,False,10.0,False,,0.0,94.98,True,Blind Trust,True,
Claude,general_knowledge,66.65,171,True,True,False,Moderate,55-64,Professional,Low,First Time,High,Low,Neutral,True,8.3,True,Asked Colleague,23.5,58.86,False,Moderate Trust,False,15-30m
Llama,technical_coding,75.93,774,False,True,True,Vague,18-24,High School,Expert,Advanced,Low,Medium,True,False,9.3,False,,0.0,63.94,False,Blind Trust,False,
ChatGPT-3.5,scientific_facts,75.69,259,False,False,True,Moderate,35-44,Bachelors,Low,Beginner,Critical,High,True,False,9.3,True,Consulted Documentation,26.7,87.9,True,Moderate Trust,True,15-30m
Claude,legal_advice,53.8,696,False,True,True,Specific,55-64,PhD,High,Intermediate,High,High,True,True,6.3,True,Google Search,14.7,62.94,True,Skeptical,False,5-15m
ChatGPT-3.5,medical_advice,74.25,712,True,False,True,Moderate,45-54,Masters,Low,First Time,Critical,Low,False,True,8.8,True,Consulted Documentation,15.0,64.51,False,Moderate Trust,False,5-15m
GPT-4,medical_advice,72.53,740,True,False,False,Moderate,65+,High School,Medium,Advanced,Critical,High,Neutral,True,7.5,True,Academic Paper,8.4,65.92,True,Skeptical,False,5-15m
Gemini,creative_writing,62.4,261,False,True,False,Specific,35-44,PhD,Expert,Intermediate,Low,Medium,False,False,4.8,True,Google Search,7.3,60.04,True,Highly Skeptical,False,5-15m
Gemini,scientific_facts,89.69,415,True,True,False,Very Specific,55-64,Masters,High,Advanced,Medium,Low,False,True,8.0,True,Personal Testing,20.7,90.59,True,Moderate Trust,True,15-30m
Claude,medical_advice,59.77,622,True,False,True,Specific,45-54,Bachelors,High,Beginner,Medium,Low,False,False,6.8,True,Personal Testing,7.7,72.65,True,Skeptical,True,5-15m
Mistral,recipe_cooking,85.53,798,False,True,True,Very Specific,55-64,Masters,Low,Expert,Low,Medium,Neutral,False,9.0,True,Checked Official Source,39.6,73.49,True,Moderate Trust,True,30-45m
Gemini,factual_historical,75.45,237,False,True,False,Specific,45-54,Professional,High,Advanced,Critical,High,False,True,5.1,False,,0.0,66.18,True,Skeptical,False,
Llama,factual_historical,72.7,632,True,True,True,Vague,55-64,High School,High,Expert,Critical,High,Neutral,False,6.9,True,Consulted Documentation,29.0,69.65,True,Skeptical,False,15-30m
Claude,current_events,64.24,476,False,True,True,Very Specific,18-24,Masters,Low,Expert,High,Medium,True,False,7.9,True,Personal Testing,9.6,65.83,True,Skeptical,False,5-15m
Claude,technical_coding,78.56,72,True,False,False,Moderate,35-44,Professional,Expert,Expert,Low,Low,Neutral,False,9.0,False,,0.0,83.32,True,Blind Trust,True,
ChatGPT-3.5,legal_advice,56.91,662,False,True,True,Vague,25-34,Professional,High,First Time,Low,Medium,True,True,8.4,True,Personal Testing,44.3,58.84,False,Moderate Trust,False,30-45m
ChatGPT-3.5,legal_advice,54.09,150,False,True,True,Vague,35-44,Masters,Expert,First Time,Medium,Medium,False,False,5.1,True,Google Search,21.5,67.35,True,Skeptical,False,15-30m
Gemini,scientific_facts,73.14,711,False,False,False,Moderate,55-64,Masters,High,Expert,Low,Medium,Neutral,False,7.8,True,Checked Official Source,36.9,72.32,True,Skeptical,True,30-45m
Gemini,medical_advice,53.74,94,False,True,False,Moderate,45-54,High School,Low,Expert,High,Low,Neutral,False,4.6,True,Google Search,27.9,41.21,True,Highly Skeptical,False,15-30m
ChatGPT-3.5,general_knowledge,78.39,501,False,True,True,Vague,35-44,Bachelors,Expert,Intermediate,High,High,Neutral,False,6.7,False,,0.0,83.58,True,Moderate Trust,True,
GPT-4,math_calculation,86.39,261,True,False,False,Very Specific,25-34,High School,Medium,Advanced,High,High,False,True,9.0,False,,0.0,97.58,True,Blind Trust,True,
Mistral,opinion_based,51.29,384,True,True,True,Very Specific,18-24,High School,Expert,Intermediate,Medium,Low,False,False,4.7,False,,0.0,40.72,True,Skeptical,False,
Mistral,math_calculation,85.45,193,False,False,False,Vague,45-54,PhD,Low,Advanced,Low,High,True,False,10.0,False,,0.0,91.48,True,Blind Trust,True,
Claude,medical_advice,50.79,307,False,False,True,Specific,45-54,PhD,Low,First Time,Low,Low,True,True,7.7,True,Checked Official Source,31.2,63.14,True,Skeptical,False,30-45m
GPT-4,math_calculation,90.05,208,False,False,False,Moderate,55-64,PhD,Low,First Time,Critical,Low,Neutral,True,9.6,True,Cross-referenced Multiple AIs,17.2,100.0,True,Moderate Trust,True,15-30m
Claude,current_events,71.46,305,True,True,False,Moderate,18-24,High School,Expert,Beginner,Medium,High,Neutral,True,9.1,False,,0.0,68.02,False,Blind Trust,False,
Mistral,factual_historical,70.16,776,True,True,True,Vague,65+,Bachelors,Low,Expert,Low,High,False,False,6.9,False,,0.0,73.35,True,Moderate Trust,True,
Mistral,scientific_facts,89.12,87,True,False,False,Moderate,45-54,Masters,Expert,Advanced,Medium,Medium,Neutral,True,9.6,True,Google Search,14.3,85.82,True,Moderate Trust,True,5-15m
ChatGPT-3.5,general_knowledge,69.24,98,True,True,True,Specific,55-64,PhD,Expert,Beginner,Low,Low,Neutral,False,8.7,True,Checked Official Source,14.2,59.03,False,Moderate Trust,False,5-15m
Gemini,math_calculation,95.49,366,True,False,False,Vague,55-64,Masters,Low,First Time,High,Medium,True,True,10.0,True,Asked Colleague,37.7,98.12,True,Moderate Trust,True,30-45m
Mistral,recipe_cooking,76.91,542,False,False,True,Vague,25-34,High School,High,Beginner,Low,Medium,True,True,10.0,False,,0.0,79.98,False,Blind Trust,True,
Claude,financial_advice,51.32,521,True,True,True,Very Specific,35-44,Masters,Expert,Beginner,Medium,Low,False,False,5.7,True,Google Search,43.6,60.42,True,Skeptical,False,30-45m
Gemini,financial_advice,59.33,199,True,True,False,Very Specific,65+,Bachelors,High,Advanced,Low,Medium,False,False,6.1,True,Asked Colleague,7.3,51.8,True,Skeptical,False,5-15m
Claude,technical_coding,91.03,380,True,False,False,Specific,18-24,High School,Low,First Time,Low,Medium,False,True,10.0,False,,0.0,77.67,False,Blind Trust,True,
Gemini,legal_advice,51.15,440,True,True,True,Vague,55-64,Bachelors,Low,First Time,Critical,Low,Neutral,True,5.5,True,Academic Paper,33.7,53.39,True,Skeptical,False,30-45m
Claude,recipe_cooking,87.33,532,False,False,False,Very Specific,25-34,PhD,Medium,Beginner,Medium,Low,True,False,10.0,True,Cross-referenced Multiple AIs,5.7,79.35,False,Moderate Trust,True,5-15m
Claude,scientific_facts,82.23,385,True,False,False,Very Specific,35-44,Bachelors,Expert,Beginner,High,Medium,True,True,10.0,True,Academic Paper,33.8,78.72,False,Moderate Trust,True,30-45m
Claude,math_calculation,87.17,326,True,False,True,Vague,45-54,PhD,Expert,Expert,Low,Low,True,False,10.0,True,Asked Expert,24.7,79.52,False,Moderate Trust,True,15-30m
Claude,recipe_cooking,83.88,347,True,False,True,Very Specific,55-64,PhD,High,Beginner,High,Medium,True,True,10.0,False,,0.0,92.4,True,Blind Trust,True,
GPT-4,technical_coding,85.34,619,False,False,True,Very Specific,45-54,Bachelors,Medium,Expert,Critical,Low,Neutral,False,7.9,True,Asked Expert,21.7,93.85,True,Skeptical,True,15-30m
Mistral,financial_advice,60.79,554,False,True,False,Vague,45-54,Masters,Low,Intermediate,Medium,Medium,Neutral,True,6.0,True,Asked Expert,43.0,69.09,True,Skeptical,False,30-45m
GPT-4,recipe_cooking,76.94,795,True,False,False,Moderate,45-54,PhD,Low,Advanced,Low,Low,Neutral,False,10.0,False,,0.0,78.3,False,Blind Trust,True,
Llama,scientific_facts,80.63,418,False,True,True,Very Specific,65+,Masters,High,Advanced,Medium,Low,False,False,6.5,True,Asked Expert,10.1,66.36,True,Skeptical,False,5-15m
ChatGPT-3.5,recipe_cooking,85.67,426,True,True,False,Specific,45-54,Professional,Medium,Beginner,Low,Low,False,False,10.0,False,,0.0,76.05,False,Blind Trust,True,
Llama,math_calculation,88.56,208,False,False,False,Very Specific,55-64,Professional,Low,Advanced,Critical,Low,True,False,10.0,True,Checked Official Source,38.5,85.24,True,Moderate Trust,True,30-45m
GPT-4,legal_advice,65.95,665,False,True,True,Specific,18-24,Masters,Expert,Advanced,Critical,High,True,True,6.8,True,Checked Official Source,33.7,56.61,True,Skeptical,False,30-45m
Gemini,technical_coding,84.07,311,True,True,True,Specific,25-34,Professional,Low,First Time,Low,High,False,False,9.6,False,,0.0,93.31,True,Blind Trust,True,
ChatGPT-3.5,financial_advice,61.28,752,False,True,False,Moderate,65+,PhD,Low,Intermediate,Critical,Low,Neutral,False,5.7,True,Asked Expert,13.6,49.6,True,Skeptical,False,5-15m
GPT-4,factual_historical,90.13,417,False,True,True,Moderate,25-34,Bachelors,Medium,Advanced,Critical,High,True,True,10.0,False,,0.0,85.26,True,Blind Trust,True,
Mistral,financial_advice,51.0,292,False,True,False,Very Specific,18-24,PhD,High,Advanced,Medium,Low,False,True,3.3,True,Asked Expert,22.2,62.71,False,Highly Skeptical,False,15-30m
ChatGPT-3.5,factual_historical,76.83,170,True,True,False,Vague,65+,Masters,Expert,First Time,Critical,Medium,Neutral,True,7.8,True,Asked Colleague,28.5,80.37,True,Skeptical,True,15-30m
Claude,current_events,66.87,420,True,False,True,Very Specific,45-54,High School,Medium,Beginner,Low,Low,False,False,8.1,False,,0.0,59.27,False,Blind Trust,False,
ChatGPT-3.5,technical_coding,82.13,542,True,True,True,Very Specific,35-44,Masters,Medium,First Time,High,Low,Neutral,False,9.8,False,,0.0,95.48,True,Blind Trust,True,
Mistral,recipe_cooking,85.54,629,True,False,True,Vague,35-44,High School,High,Advanced,Low,High,False,True,8.9,False,,0.0,74.56,True,Blind Trust,True,
Llama,technical_coding,75.07,215,True,True,False,Specific,18-24,Bachelors,High,Advanced,Medium,Low,Neutral,False,8.4,True,Academic Paper,37.7,76.74,True,Moderate Trust,True,30-45m
GPT-4,current_events,78.32,783,True,False,False,Specific,25-34,Masters,Low,Advanced,Low,High,True,True,10.0,False,,0.0,72.11,False,Blind Trust,True,
Gemini,recipe_cooking,83.81,352,False,True,True,Very Specific,25-34,High School,High,Beginner,Critical,Medium,Neutral,True,7.6,True,Consulted Documentation,19.8,69.73,True,Skeptical,False,15-30m
GPT-4,financial_advice,50.12,293,False,True,True,Specific,65+,PhD,High,Advanced,Critical,Low,True,True,5.1,True,Asked Colleague,27.3,53.62,True,Skeptical,False,15-30m
Mistral,recipe_cooking,82.35,764,True,True,False,Vague,25-34,Bachelors,High,Expert,Medium,Medium,True,True,10.0,False,,0.0,83.62,True,Blind Trust,True,
Gemini,general_knowledge,82.34,320,True,False,False,Specific,55-64,Bachelors,Medium,Expert,Critical,Low,Neutral,False,8.7,True,Checked Official Source,32.5,89.17,True,Moderate Trust,True,30-45m
GPT-4,general_knowledge,83.27,496,True,False,True,Moderate,35-44,PhD,Expert,Expert,Medium,High,False,False,7.8,False,,0.0,89.22,True,Moderate Trust,True,
Llama,medical_advice,67.34,64,True,False,False,Specific,55-64,Bachelors,High,Expert,High,Medium,False,True,6.5,True,Asked Colleague,30.6,64.33,True,Skeptical,False,30-45m
Llama,math_calculation,91.82,628,True,False,False,Moderate,35-44,Professional,Low,Expert,Medium,Medium,True,True,10.0,False,,0.0,98.17,True,Blind Trust,True,
Mistral,opinion_based,47.45,536,True,False,False,Vague,25-34,Masters,Medium,Beginner,Critical,High,False,True,5.3,True,Academic Paper,10.6,38.83,True,Skeptical,False,5-15m
Gemini,opinion_based,56.73,150,True,False,False,Moderate,55-64,Bachelors,Expert,Intermediate,Medium,Low,True,True,8.1,False,,0.0,35.85,False,Blind Trust,False,
Llama,recipe_cooking,87.83,677,True,False,False,Vague,25-34,Professional,Low,Expert,Critical,Medium,Neutral,True,9.3,True,Asked Expert,24.1,93.16,True,Moderate Trust,True,15-30m
Claude,math_calculation,85.55,119,False,True,True,Moderate,35-44,PhD,Expert,Intermediate,Critical,Medium,False,True,6.4,True,Google Search,33.4,92.1,False,Skeptical,True,30-45m
GPT-4,general_knowledge,71.23,580,True,False,False,Vague,45-54,Masters,Low,Advanced,High,Medium,False,False,8.0,True,Checked Official Source,5.4,65.43,True,Moderate Trust,False,5-15m
Mistral,creative_writing,68.75,799,True,True,True,Specific,35-44,Masters,Low,Expert,Low,High,False,True,6.9,False,,0.0,79.67,True,Moderate Trust,True,
GPT-4,financial_advice,49.74,755,True,True,True,Moderate,35-44,Professional,Expert,First Time,Critical,Low,Neutral,True,5.0,True,Asked Colleague,41.3,63.68,True,Skeptical,False,30-45m
Gemini,financial_advice,49.2,743,False,True,True,Specific,35-44,High School,Low,First Time,Medium,Medium,Neutral,False,6.0,False,,0.0,40.19,True,Moderate Trust,False,
Llama,creative_writing,60.57,50,True,True,True,Very Specific,25-34,Bachelors,High,First Time,High,Low,True,True,8.8,True,Cross-referenced Multiple AIs,16.2,47.68,False,Moderate Trust,False,15-30m
Claude,scientific_facts,81.1,79,False,False,True,Vague,45-54,PhD,Low,Beginner,Medium,Low,True,False,10.0,True,Personal Testing,18.9,66.8,False,Moderate Trust,False,15-30m
Claude,math_calculation,85.8,258,False,True,True,Specific,18-24,Masters,Expert,First Time,Medium,Medium,False,False,7.4,False,,0.0,78.3,True,Moderate Trust,True,
Gemini,factual_historical,75.89,758,True,True,True,Specific,65+,Professional,Expert,Expert,Medium,Medium,False,False,7.0,True,Asked Colleague,17.7,84.34,True,Skeptical,True,15-30m
Gemini,opinion_based,57.46,375,True,True,True,Specific,55-64,Masters,Medium,Expert,High,Medium,Neutral,True,6.3,False,,0.0,58.46,True,Moderate Trust,False,
Llama,current_events,77.8,514,True,True,False,Moderate,25-34,Masters,Medium,Expert,Low,High,False,True,9.5,False,,0.0,68.06,False,Blind Trust,False,
Mistral,math_calculation,97.43,409,False,False,False,Moderate,65+,PhD,Expert,Expert,High,Medium,Neutral,True,9.2,True,Consulted Documentation,26.6,100.0,True,Moderate Trust,True,15-30m
Llama,recipe_cooking,81.24,56,False,True,True,Moderate,65+,Bachelors,Medium,Intermediate,Critical,Low,True,False,8.6,True,Checked Official Source,14.2,73.74,True,Moderate Trust,True,5-15m
Claude,math_calculation,96.17,285,True,False,True,Very Specific,18-24,PhD,Expert,Intermediate,Critical,Low,True,True,10.0,True,Asked Expert,37.1,100.0,True,Moderate Trust,True,30-45m
ChatGPT-3.5,medical_advice,56.98,168,True,False,True,Vague,65+,Bachelors,Expert,Expert,Critical,High,True,False,7.0,True,Personal Testing,27.9,44.44,False,Skeptical,False,15-30m
Llama,opinion_based,41.36,525,True,False,False,Specific,25-34,Professional,Low,Beginner,High,Low,Neutral,False,5.9,True,Asked Colleague,22.4,19.42,False,Skeptical,False,15-30m
GPT-4,factual_historical,82.59,337,True,False,False,Vague,55-64,Professional,Medium,Intermediate,Low,Medium,True,True,10.0,False,,0.0,96.18,True,Blind Trust,True,
Llama,financial_advice,55.61,313,True,True,True,Moderate,65+,PhD,Low,Intermediate,Low,Medium,False,True,6.1,True,Asked Colleague,6.2,41.3,True,Skeptical,False,5-15m
ChatGPT-3.5,current_events,58.62,725,False,False,False,Moderate,35-44,Masters,High,First Time,Low,Low,False,True,6.2,False,,0.0,60.2,True,Moderate Trust,False,
Mistral,legal_advice,49.07,571,True,False,False,Moderate,35-44,Masters,Medium,Expert,Low,Low,True,False,8.3,True,Cross-referenced Multiple AIs,14.4,43.36,False,Moderate Trust,False,5-15m
Claude,current_events,66.85,238,False,False,False,Vague,25-34,Professional,High,Beginner,Low,Medium,Neutral,True,8.0,True,Asked Colleague,34.1,64.05,True,Moderate Trust,False,30-45m
GPT-4,opinion_based,46.25,353,False,True,False,Very Specific,55-64,PhD,High,First Time,Critical,High,True,False,5.8,True,Checked Official Source,4.7,23.14,False,Skeptical,False,0-5m
Gemini,legal_advice,65.57,205,False,False,False,Specific,35-44,Bachelors,High,Beginner,Medium,Low,False,False,6.1,True,Cross-referenced Multiple AIs,44.8,52.66,True,Skeptical,False,30-45m
Gemini,creative_writing,64.24,693,False,True,True,Very Specific,65+,Bachelors,Medium,First Time,Critical,Low,False,True,4.7,True,Checked Official Source,9.8,64.27,True,Highly Skeptical,False,5-15m
Llama,scientific_facts,85.35,378,True,True,False,Specific,18-24,Masters,Expert,Expert,Low,Low,True,True,10.0,False,,0.0,71.03,False,Blind Trust,True,
Claude,general_knowledge,82.63,342,True,True,False,Vague,25-34,Professional,Expert,Advanced,Medium,Medium,Neutral,False,9.2,False,,0.0,86.52,True,Blind Trust,True,
Gemini,general_knowledge,84.11,393,False,False,True,Vague,25-34,High School,High,Beginner,High,Low,False,True,8.3,True,Cross-referenced Multiple AIs,35.5,69.83,True,Moderate Trust,False,30-45m
ChatGPT-3.5,recipe_cooking,81.13,784,False,False,True,Moderate,45-54,High School,Low,Beginner,Low,Low,False,True,9.2,False,,0.0,81.48,True,Blind Trust,True,
Gemini,opinion_based,59.98,641,False,False,False,Specific,35-44,PhD,Low,Intermediate,Low,Low,Neutral,False,6.9,True,Asked Expert,41.5,49.84,True,Skeptical,False,30-45m
Claude,financial_advice,43.58,63,False,True,True,Vague,65+,Masters,High,Beginner,Medium,High,False,False,3.7,True,Asked Colleague,40.7,42.21,True,Highly Skeptical,False,30-45m
GPT-4,technical_coding,90.28,251,True,False,False,Moderate,25-34,PhD,Medium,Advanced,Medium,Medium,True,False,10.0,True,Google Search,27.2,92.28,True,Moderate Trust,True,15-30m
Gemini,math_calculation,90.24,140,True,True,False,Very Specific,55-64,Professional,Low,First Time,High,High,True,False,10.0,True,Personal Testing,14.6,77.72,False,Moderate Trust,True,5-15m
Llama,scientific_facts,74.59,406,True,False,False,Vague,65+,High School,Low,First Time,Medium,High,False,False,9.0,False,,0.0,88.26,True,Blind Trust,True,
